,Function,EXTRAPOLATION_MLP,EXTRAPOLATION_MLP_ReLU6,EXTRAPOLATION_NAC,EXTRAPOLATION_NALU,EXTRAPOLATION_INALU
0,add,8.301562236722679e-10,4.593009213573308,8.116611843923147e-14,1.8864395059003585,0.0001528242839194485
1,sub,2.620509908630276e-07,2.0769408713804127,8.306161213482697e-14,8.420149658382163,5.549400989261497e-05
2,mul,47.83071810498496,36.47156958760436,49.863091347170794,22.355410705581782,1.0149540766715506e-11
3,mul_neg,52.85946346104299,39.057817256500904,81.25001023290609,21.286144236083828,2.6777198674462173e-09
4,div,227.0304925410375,231.9521129775241,227.6065615422261,235.218071182287,218.8263552153681
5,squared,34.42506044912276,77.84757978053169,131.68811900433602,0.04796567877388395,7.736513762422323e-05
6,root,1.9860442307266417,0.2844758043830415,8.157607215940667,0.010155231552534387,4.1324205455446315
