,Function,INTERPOLATION_MLP,INTERPOLATION_MLP_ReLU6,INTERPOLATION_NAC,INTERPOLATION_NALU,INTERPOLATION_INALU
0,add,8.845946226348765e-07,0.0635624902403473,1.0477037404325338e-13,0.10382933791652375,0.00015077543630612116
1,sub,2.5881709478325516e-07,0.017876352478408228,1.0539247485359351e-13,4.696958309251706,0.0005329782354670627
2,mul,40.17481850831778,116.11566069739409,111.77516531036844,6.176287257785892,1.1363179066743182e-05
3,mul_neg,17.675908875735843,16.685270822312145,54.07911969281059,6.567095974307812,0.0032657431177289674
4,div,73.90403130119361,15.494277393310282,76.9464005356593,60.621379728101104,73.49579637758967
5,squared,13.338428408049545,4.181656938876729,65.6332668862249,0.6981250944558568,8.711472617215789e-07
6,root,0.3191539847508008,0.13872499253112838,1.9401937874568274,2.9727186554395757e-05,0.32691831380874947
